,corp1.txt,corp10.txt,corp2.txt,corp3.txt,corp4.txt,corp5.txt,corp6.txt,corp7.txt,corp8.txt,corp9.txt,idf,tf.idfcorp1.txt,tf.idfcorp10.txt,tf.idfcorp2.txt,tf.idfcorp3.txt,tf.idfcorp4.txt,tf.idfcorp5.txt,tf.idfcorp6.txt,tf.idfcorp7.txt,tf.idfcorp8.txt,tf.idfcorp9.txt
ك ا,1.0,10.0,2.0,7.0,2.0,11.0,9.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ك ب,0.0,8.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,0.15490195998574316,0.0,0.2947923690142945,0.0,0.0,0.15490195998574316,0.22880897749267587,0.22880897749267587,0.15490195998574316,0.15490195998574316,0.22880897749267587
ك ة,1.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,7.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.39164905395343774,0.3010299956639812,0.5882856141428877,0.0,0.0,0.555429854985112
ك ت,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.3979400086720376,0.0,0.7342383300440329,0.0,0.0,0.0,0.0,0.3979400086720376,0.0,0.5177318877571058,0.3979400086720376
ك ث,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.8376831181293936,0.0,0.0,0.0,0.8376831181293936,0.5228787452803376,0.0,0.0,0.0
ك ح,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ك خ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ك د,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.6802809317048656,0.6802809317048656,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.0
ك ر,1.0,1.0,6.0,1.0,0.0,4.0,1.0,6.0,5.0,3.0,0.04575749056067514,0.04575749056067514,0.04575749056067514,0.08136373905488227,0.04575749056067514,0.0,0.07330624493082455,0.04575749056067514,0.08136373905488227,0.07774060393627559,0.06758936186980757
ك ز,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.3979400086720376,0.0,0.3979400086720376,0.0,0.0,0.0,0.0,0.5878056449127935,0.5177318877571058,0.0,0.3979400086720376
ك س,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.0,0.0,0.0
ك ش,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,0.0,0.6989700043360189,0.0,0.0
ك ع,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.9093809417105436,0.0,0.0,0.0
ك ف,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,0.6989700043360189
ك ل,0.0,5.0,1.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.22184874961635637,0.0,0.3769143710976413,0.22184874961635637,0.0,0.22184874961635637,0.40933269309675274,0.0,0.22184874961635637,0.22184874961635637,0.0
ك م,0.0,6.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.22184874961635637,0.0,0.39448063152637197,0.22184874961635637,0.22184874961635637,0.0,0.2886318777514278,0.22184874961635637,0.0,0.22184874961635637,0.0
ك ن,1.0,14.0,2.0,0.0,4.0,2.0,1.0,1.0,2.0,3.0,0.04575749056067514,0.04575749056067514,0.09820143333454727,0.059531867745749846,0.0,0.07330624493082455,0.059531867745749846,0.04575749056067514,0.04575749056067514,0.059531867745749846,0.06758936186980757
ك و,0.0,7.0,2.0,0.0,1.0,7.0,4.0,0.0,5.0,3.0,0.15490195998574316,0.0,0.2858093027640616,0.20153209632859362,0.0,0.15490195998574316,0.2858093027640616,0.24816223267144408,0.0,0.26317378362863586,0.22880897749267587
ك ى,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ك ي,6.0,3.0,0.0,5.0,4.0,17.0,2.0,2.0,1.0,2.0,0.04575749056067514,0.08136373905488227,0.06758936186980757,0.0,0.07774060393627559,0.07330624493082455,0.10205974546603443,0.059531867745749846,0.059531867745749846,0.04575749056067514,0.059531867745749846
ك ً,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ك ّ,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0
ل 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ل 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ل آ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.6989700043360189,0.0
ل أ,2.0,18.0,7.0,5.0,10.0,31.0,12.0,13.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل إ,0.0,18.0,0.0,2.0,3.0,7.0,6.0,1.0,6.0,4.0,0.09691001300805642,0.0,0.21855848780627338,0.0,0.126082833803668,0.1431478400093591,0.17880847505892103,0.1723206608049707,0.09691001300805642,0.1723206608049707,0.1552556545992796
ل ا,6.0,40.0,18.0,15.0,6.0,62.0,21.0,22.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل ب,1.0,13.0,1.0,5.0,2.0,11.0,8.0,2.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل ة,1.0,4.0,1.0,0.0,2.0,11.0,4.0,3.0,13.0,3.0,0.04575749056067514,0.04575749056067514,0.07330624493082455,0.04575749056067514,0.0,0.059531867745749846,0.09340900652175876,0.07330624493082455,0.06758936186980757,0.09672874298898206,0.06758936186980757
ل ت,5.0,44.0,1.0,4.0,14.0,41.0,24.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل ث,0.0,3.0,1.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.3010299956639812,0.0,0.44465780490343443,0.3010299956639812,0.0,0.0,0.535276863192891,0.44465780490343443,0.44465780490343443,0.0,0.0
ل ج,1.0,21.0,1.0,4.0,0.0,3.0,3.0,3.0,4.0,1.0,0.04575749056067514,0.04575749056067514,0.106258927458605,0.04575749056067514,0.07330624493082455,0.0,0.06758936186980757,0.06758936186980757,0.06758936186980757,0.07330624493082455,0.04575749056067514
ل ح,4.0,13.0,9.0,2.0,2.0,6.0,5.0,2.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل خ,0.0,10.0,0.0,4.0,1.0,7.0,2.0,1.0,13.0,0.0,0.15490195998574316,0.0,0.3098039199714863,0.0,0.24816223267144408,0.15490195998574316,0.2858093027640616,0.20153209632859362,0.15490195998574316,0.32745396857116144,0.0
ل د,3.0,8.0,6.0,2.0,1.0,20.0,6.0,8.0,7.0,0.0,0.04575749056067514,0.06758936186980757,0.08708062211589923,0.08136373905488227,0.059531867745749846,0.04575749056067514,0.10528935830642498,0.08136373905488227,0.08708062211589923,0.08442705614947257,0.0
ل ذ,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.6802809317048656,0.0,0.0,0.8376831181293936,0.0,0.0,0.0,0.0,0.0
ل ر,2.0,3.0,6.0,2.0,4.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل ز,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,1.1197918790850683,0.6989700043360189,0.0,0.0,0.0
ل س,2.0,9.0,0.0,3.0,0.0,10.0,6.0,3.0,5.0,0.0,0.15490195998574316,0.20153209632859362,0.3027159949996086,0.0,0.22880897749267587,0.0,0.3098039199714863,0.27543911383552633,0.22880897749267587,0.26317378362863586,0.0
ل ش,1.0,5.0,0.0,2.0,1.0,8.0,3.0,1.0,5.0,5.0,0.04575749056067514,0.04575749056067514,0.07774060393627559,0.0,0.059531867745749846,0.04575749056067514,0.08708062211589923,0.06758936186980757,0.04575749056067514,0.07774060393627559,0.07774060393627559
ل ص,0.0,12.0,0.0,1.0,0.0,30.0,3.0,0.0,3.0,0.0,0.3010299956639812,0.0,0.6258959214823476,0.0,0.3010299956639812,0.0,0.7456878005674157,0.44465780490343443,0.0,0.44465780490343443,0.0
ل ض,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0
ل ط,0.0,6.0,0.0,1.0,0.0,5.0,2.0,0.0,3.0,1.0,0.22184874961635637,0.0,0.39448063152637197,0.0,0.22184874961635637,0.0,0.3769143710976413,0.2886318777514278,0.0,0.32769750339130055,0.22184874961635637
ل ع,3.0,5.0,6.0,9.0,4.0,13.0,15.0,18.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل غ,0.0,3.0,5.0,1.0,1.0,10.0,1.0,0.0,4.0,1.0,0.09691001300805642,0.0,0.1431478400093591,0.16464720522050125,0.09691001300805642,0.09691001300805642,0.19382002601611284,0.09691001300805642,0.0,0.1552556545992796,0.09691001300805642
ل ـ,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0
ل ف,0.0,2.0,4.0,7.0,1.0,6.0,2.0,5.0,3.0,5.0,0.04575749056067514,0.0,0.059531867745749846,0.07330624493082455,0.08442705614947257,0.04575749056067514,0.08136373905488227,0.059531867745749846,0.07774060393627559,0.06758936186980757,0.07774060393627559
ل ق,0.0,7.0,2.0,1.0,3.0,10.0,3.0,10.0,4.0,3.0,0.04575749056067514,0.0,0.08442705614947257,0.059531867745749846,0.04575749056067514,0.06758936186980757,0.09151498112135029,0.06758936186980757,0.09151498112135029,0.07330624493082455,0.06758936186980757
ل ك,0.0,7.0,2.0,3.0,2.0,11.0,18.0,5.0,3.0,5.0,0.04575749056067514,0.0,0.08442705614947257,0.059531867745749846,0.06758936186980757,0.059531867745749846,0.09340900652175876,0.10319561036401471,0.07774060393627559,0.06758936186980757,0.07774060393627559
ل ل,3.0,16.0,1.0,4.0,5.0,13.0,13.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل م,5.0,51.0,7.0,12.0,13.0,60.0,39.0,26.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل ن,2.0,10.0,0.0,8.0,3.0,10.0,7.0,9.0,3.0,2.0,0.04575749056067514,0.059531867745749846,0.09151498112135029,0.0,0.08708062211589923,0.06758936186980757,0.09151498112135029,0.08442705614947257,0.08942123317894,0.06758936186980757,0.059531867745749846
ل ه,1.0,8.0,0.0,1.0,4.0,12.0,7.0,1.0,4.0,1.0,0.04575749056067514,0.04575749056067514,0.08708062211589923,0.0,0.04575749056067514,0.07330624493082455,0.095138116239957,0.08442705614947257,0.04575749056067514,0.07330624493082455,0.04575749056067514
ل و,1.0,23.0,0.0,14.0,5.0,12.0,3.0,2.0,15.0,3.0,0.04575749056067514,0.04575749056067514,0.10806673916345874,0.0,0.09820143333454727,0.07774060393627559,0.095138116239957,0.06758936186980757,0.059531867745749846,0.09957247524540802,0.06758936186980757
ل ى,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.6802809317048656,0.5228787452803376,0.8883553041361473,0.0,0.0
ل ي,10.0,11.0,6.0,5.0,3.0,28.0,10.0,11.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ل ً,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376
م آ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
م أ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,1.032463449816228,0.0
م ؤ,1.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.3979400086720376,0.3979400086720376,0.5177318877571058,0.0,0.0,0.0,0.0,0.6375237668421739,0.5177318877571058,0.0,0.0
م إ,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,1.032463449816228,0.0,0.0,0.0,0.9093809417105436,0.0,0.0,0.0,0.0
م ئ,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6020599913279625,0.0,0.0,0.0,0.0
م ا,2.0,39.0,4.0,17.0,5.0,50.0,14.0,26.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
م ب,0.0,0.0,0.0,3.0,0.0,5.0,1.0,4.0,1.0,1.0,0.22184874961635637,0.0,0.0,0.0,0.32769750339130055,0.0,0.3769143710976413,0.22184874961635637,0.3554150058864992,0.22184874961635637,0.22184874961635637
م ة,1.0,9.0,3.0,0.0,5.0,6.0,3.0,5.0,7.0,0.0,0.09691001300805642,0.09691001300805642,0.18938566701066178,0.1431478400093591,0.0,0.16464720522050125,0.1723206608049707,0.1431478400093591,0.16464720522050125,0.17880847505892103,0.0
م ت,1.0,13.0,1.0,2.0,3.0,35.0,5.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
م ث,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.0,0.0
م ج,1.0,8.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,0.22184874961635637,0.22184874961635637,0.4221981340215706,0.0,0.2886318777514278,0.22184874961635637,0.44369749923271273,0.0,0.0,0.0,0.22184874961635637
م ح,0.0,3.0,3.0,1.0,1.0,4.0,2.0,0.0,3.0,3.0,0.09691001300805642,0.0,0.1431478400093591,0.1431478400093591,0.09691001300805642,0.09691001300805642,0.1552556545992796,0.126082833803668,0.0,0.1431478400093591,0.1431478400093591
م خ,0.0,5.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.22184874961635637,0.0,0.3769143710976413,0.0,0.22184874961635637,0.0,0.2886318777514278,0.0,0.2886318777514278,0.2886318777514278,0.22184874961635637
م د,0.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,0.22184874961635637,0.0,0.0,0.2886318777514278,0.32769750339130055,0.0,0.32769750339130055,0.2886318777514278,0.22184874961635637,0.2886318777514278,0.0
م ذ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
م ر,1.0,13.0,0.0,3.0,4.0,8.0,5.0,3.0,11.0,6.0,0.04575749056067514,0.04575749056067514,0.09672874298898206,0.0,0.06758936186980757,0.07330624493082455,0.08708062211589923,0.07774060393627559,0.06758936186980757,0.09340900652175876,0.08136373905488227
م ز,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.3979400086720376,0.0,0.6375237668421739,0.0,0.0,0.0,0.3979400086720376,0.0,0.0,0.6375237668421739,0.3979400086720376
م س,1.0,12.0,0.0,1.0,4.0,4.0,8.0,4.0,0.0,4.0,0.09691001300805642,0.09691001300805642,0.2014934816005823,0.0,0.09691001300805642,0.1552556545992796,0.1552556545992796,0.18442847539489118,0.1552556545992796,0.0,0.1552556545992796
م ش,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.04575749056067514,0.04575749056067514,0.04575749056067514,0.04575749056067514,0.0,0.04575749056067514,0.04575749056067514,0.059531867745749846,0.04575749056067514,0.059531867745749846,0.059531867745749846
م ص,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0
م ض,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.6989700043360189,0.0,0.0,0.0,0.0,0.0,0.0,0.9093809417105436,0.0,0.9093809417105436,0.0
م ط,0.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.3010299956639812,0.0,0.44465780490343443,0.0,0.0,0.3010299956639812,0.44465780490343443,0.0,0.39164905395343774,0.3010299956639812,0.0
م ظ,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0,0.0,0.6802809317048656,0.0,0.0,0.6802809317048656,0.0
م ع,0.0,8.0,0.0,0.0,2.0,8.0,2.0,3.0,3.0,1.0,0.15490195998574316,0.0,0.2947923690142945,0.0,0.0,0.20153209632859362,0.2947923690142945,0.20153209632859362,0.22880897749267587,0.22880897749267587,0.15490195998574316
م ف,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3979400086720376,0.0,0.5878056449127935,0.3979400086720376,0.3979400086720376,0.0,0.0,0.0,0.0,0.676088138259007,0.0
م ق,0.0,3.0,1.0,0.0,2.0,9.0,2.0,3.0,0.0,0.0,0.22184874961635637,0.0,0.32769750339130055,0.22184874961635637,0.0,0.2886318777514278,0.4335462571662447,0.2886318777514278,0.32769750339130055,0.0,0.0
م ك,2.0,17.0,2.0,0.0,2.0,7.0,2.0,0.0,3.0,3.0,0.09691001300805642,0.126082833803668,0.21615283398457397,0.126082833803668,0.0,0.126082833803668,0.17880847505892103,0.126082833803668,0.0,0.1431478400093591,0.1431478400093591
م ل,0.0,3.0,4.0,4.0,8.0,6.0,15.0,7.0,6.0,5.0,0.04575749056067514,0.0,0.06758936186980757,0.07330624493082455,0.07330624493082455,0.08708062211589923,0.08136373905488227,0.09957247524540802,0.08442705614947257,0.08136373905488227,0.07774060393627559
م م,0.0,5.0,0.0,0.0,0.0,16.0,9.0,2.0,3.0,0.0,0.3010299956639812,0.0,0.5114409330385058,0.0,0.0,0.0,0.6635062288218074,0.5882856141428877,0.39164905395343774,0.44465780490343443,0.0
م ن,3.0,15.0,1.0,2.0,1.0,17.0,5.0,3.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
م ه,1.0,5.0,0.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,0.15490195998574316,0.15490195998574316,0.26317378362863586,0.0,0.15490195998574316,0.0,0.26317378362863586,0.26317378362863586,0.15490195998574316,0.0,0.15490195998574316
م و,0.0,17.0,2.0,5.0,5.0,25.0,10.0,3.0,5.0,6.0,0.04575749056067514,0.0,0.10205974546603443,0.059531867745749846,0.07774060393627559,0.07774060393627559,0.10972371731187602,0.09151498112135029,0.06758936186980757,0.07774060393627559,0.08136373905488227
م ى,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.0,0.0,0.0,0.5228787452803376,0.0,0.0,1.067400845839992,0.0
م ي,1.0,24.0,6.0,12.0,6.0,20.0,11.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
م ً,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376,0.0,0.5228787452803376,0.0
ن آ,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.3010299956639813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن أ,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.4822681122428943,0.39164905395343774,0.3010299956639812,0.0,0.0
ن إ,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5228787452803376,0.0,0.7723553082947351,0.0,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.5228787452803376
ن ئ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن ا,19.0,22.0,4.0,16.0,2.0,37.0,13.0,15.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن ب,3.0,5.0,1.0,1.0,0.0,4.0,0.0,0.0,5.0,1.0,0.15490195998574316,0.22880897749267587,0.26317378362863586,0.15490195998574316,0.15490195998574316,0.0,0.24816223267144408,0.0,0.0,0.26317378362863586,0.15490195998574316
ن ة,0.0,2.0,0.0,7.0,0.0,8.0,0.0,1.0,1.0,0.0,0.3010299956639812,0.0,0.39164905395343774,0.0,0.555429854985112,0.0,0.5728871705323508,0.0,0.3010299956639812,0.3010299956639812,0.0
ن ت,4.0,11.0,3.0,3.0,1.0,16.0,9.0,2.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن ج,0.0,0.0,0.0,3.0,0.0,1.0,2.0,7.0,0.0,2.0,0.3010299956639812,0.0,0.0,0.0,0.44465780490343443,0.0,0.3010299956639812,0.39164905395343774,0.555429854985112,0.0,0.39164905395343774
ن ح,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,1.330202816459593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن خ,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.3979400086720376,0.0,0.3979400086720376,0.3979400086720376,0.0,0.0,0.3979400086720376,0.0,0.0,0.5177318877571058,0.0
ن د,0.0,2.0,0.0,1.0,3.0,5.0,0.0,5.0,2.0,0.0,0.22184874961635637,0.0,0.2886318777514278,0.0,0.22184874961635637,0.32769750339130055,0.3769143710976413,0.0,0.3769143710976413,0.2886318777514278,0.0
ن ر,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.5228787452803376,0.0,0.0,0.0,0.0,0.0,0.0,0.5228787452803376,0.6802809317048656,0.0,0.5228787452803376
ن ز,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6989700043360187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن س,2.0,6.0,0.0,1.0,0.0,9.0,2.0,1.0,3.0,0.0,0.15490195998574316,0.20153209632859362,0.27543911383552633,0.0,0.15490195998574316,0.0,0.3027159949996086,0.20153209632859362,0.15490195998574316,0.22880897749267587,0.0
ن ش,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5228787452803376,0.0,0.6802809317048656,0.5228787452803376,0.0,0.0,0.0,0.0,0.6802809317048656,0.0,0.0
ن ص,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0,0.3010299956639812,0.39164905395343774,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0
ن ض,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ن ط,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.0,0.0,0.9093809417105436,0.0,0.0,0.9093809417105436,0.0,0.0,0.0,0.0
ن ظ,0.0,11.0,0.0,2.0,4.0,7.0,3.0,0.0,1.0,0.0,0.22184874961635637,0.0,0.45288041467832846,0.0,0.2886318777514278,0.3554150058864992,0.40933269309675274,0.32769750339130055,0.0,0.22184874961635637,0.0
ن ع,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.3010299956639812,0.0,0.0,0.3010299956639812,0.3010299956639812,0.0,0.3010299956639812,0.39164905395343774,0.0,0.39164905395343774,0.0
ن غ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ن ف,0.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,3.0,0.3010299956639812,0.0,0.44465780490343443,0.0,0.0,0.3010299956639812,0.44465780490343443,0.4822681122428943,0.0,0.0,0.44465780490343443
ن ق,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,1.0,0.22184874961635637,0.22184874961635637,0.0,0.0,0.0,0.0,0.22184874961635637,0.32769750339130055,0.2886318777514278,0.3769143710976413,0.22184874961635637
ن ك,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3979400086720376,0.3979400086720376,0.7776712811535494,0.0,0.0,0.3979400086720376,0.0,0.0,0.0,0.0,0.3979400086720376
ن ل,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3010299956639812,0.3010299956639812,0.555429854985112,0.0,0.3010299956639812,0.3010299956639812,0.0,0.0,0.0,0.0,0.3010299956639812
ن م,0.0,9.0,2.0,2.0,0.0,3.0,6.0,2.0,3.0,1.0,0.09691001300805642,0.0,0.18938566701066178,0.126082833803668,0.126082833803668,0.0,0.1431478400093591,0.1723206608049707,0.126082833803668,0.1431478400093591,0.09691001300805642
ن ن,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5228787452803376,0.0,0.0,0.0,0.5228787452803376,0.0,0.5228787452803376,0.0,0.0,0.6802809317048656,0.0
ن ه,2.0,2.0,1.0,7.0,1.0,13.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
